MODIFIED_ZCTA,NEIGHBORHOOD_NAME,BOROUGH_GROUP,COVID_CASE_COUNT,COVID_CASE_RATE,POP_DENOMINATOR,COVID_DEATH_COUNT,COVID_DEATH_RATE,PERCENT_POSITIVE,date,TOTAL_COVID_TESTS
10009,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,786,1337.92,58747.99,69,117.45,7.44,2020-07-28,10571.0
10010,Flatiron/Gramercy/Kips Bay,Manhattan,309,954.53,32371.86,19,58.69,4.96,2020-07-28,6232.0
10011,Chelsea,Manhattan,587,1185.85,49500.52,43,86.87,6.1,2020-07-28,9620.0
10012,Greenwich Village/SoHo,Manhattan,189,788.12,23981.2,9,37.53,4.97,2020-07-28,3803.0
10013,Hudson Square/Little Italy/SoHo/TriBeCa,Manhattan,303,1043.71,29031.09,21,72.34,5.31,2020-07-28,5701.0
10014,Hudson Square/Meatpacking District/West Village,Manhattan,358,1153.23,31043.16,29,93.42,5.56,2020-07-28,6435.0
10016,Kips Bay/Murray Hill/NoMad,Manhattan,795,1513.58,52524.35,49,93.29,7.19,2020-07-28,11064.0
10017,East Midtown/Murray Hill,Manhattan,157,973.51,16127.22,8,49.61,5.34,2020-07-28,2938.0
10018,Hell's Kitchen/Midtown Manhattan,Manhattan,247,2591.42,9531.44,5,52.46,7.84,2020-07-28,3152.0
10019,Hell's Kitchen/Midtown Manhattan,Manhattan,661,1626.82,40631.45,42,103.37,7.13,2020-07-28,9269.0
10021,Lenox Hill/Upper East Side,Manhattan,611,1383.12,44175.61,64,144.88,6.57,2020-07-28,9298.0
10022,East Midtown,Manhattan,377,1242.8,30334.8,31,102.19,5.98,2020-07-28,6307.0
10023,Lincoln Square,Manhattan,616,1021.99,60274.81,54,89.59,5.54,2020-07-28,11113.0
10024,Upper West Side,Manhattan,795,1386.52,57337.68,74,129.06,6.9,2020-07-28,11525.0
10025,Manhattan Valley/Morningside Heights/Upper West Side,Manhattan,1478,1600.72,92333.47,176,190.61,7.37,2020-07-28,20064.0
10026,Central Harlem (South),Manhattan,714,1829.92,39018.03,47,120.46,11.05,2020-07-28,6460.0
10027,Central Harlem (South)/Morningside Heights/West Harlem,Manhattan,1132,1779.01,63631.04,113,177.59,10.51,2020-07-28,10770.0
10028,Upper East Side/Yorkville,Manhattan,514,1045.67,49155.08,33,67.13,6.04,2020-07-28,8515.0
10029,East Harlem,Manhattan,1936,2455.56,78841.52,212,268.89,13.16,2020-07-28,14714.0
10030,Central Harlem (North),Manhattan,551,1879.14,29321.91,55,187.57,12.17,2020-07-28,4528.0
10031,Hamilton Heights/West Harlem,Manhattan,1442,2381.23,60556.93,131,216.33,12.9,2020-07-28,11175.0
10032,Washington Heights (South),Manhattan,1673,2720.65,61492.57,174,282.96,14.13,2020-07-28,11838.0
10033,Washington Heights (North)/Washington Heights (South),Manhattan,1455,2457.34,59210.43,120,202.67,14.05,2020-07-28,10353.0
10034,Inwood/Washington Heights (North),Manhattan,799,1854.96,43073.65,71,164.83,11.24,2020-07-28,7107.0
10035,East Harlem,Manhattan,1094,3177.77,34426.65,134,389.23,14.81,2020-07-28,7388.0
10036,Hell's Kitchen/Midtown Manhattan,Manhattan,494,1884.69,26211.25,40,152.61,8.37,2020-07-28,5900.0
10037,Central Harlem (North)/East Harlem,Manhattan,560,2711.91,20649.62,62,300.25,12.82,2020-07-28,4369.0
10038,Chinatown/Financial District,Manhattan,272,1233.67,22047.96,28,127.0,7.78,2020-07-28,3494.0
10039,Central Harlem (North)/Washington Heights (South),Manhattan,577,2180.85,26457.52,64,241.9,13.73,2020-07-28,4201.0
10040,Washington Heights (North),Manhattan,1219,2720.48,44808.28,118,263.34,14.43,2020-07-28,8448.0
10044,Roosevelt Island,Manhattan,252,2153.79,11700.29,36,307.68,11.88,2020-07-28,2121.0
10065,Lenox Hill/Upper East Side,Manhattan,344,1183.7,29061.49,28,96.35,5.46,2020-07-28,6295.0
10069,Lincoln Square,Manhattan,64,1009.76,6338.13,2,31.56,5.95,2020-07-28,1076.0
10075,Lenox Hill/Upper East Side,Manhattan,435,1840.56,23634.14,45,190.4,8.18,2020-07-28,5319.0
10128,Upper East Side/Yorkville,Manhattan,691,1126.29,61351.93,41,66.83,6.05,2020-07-28,11426.0
10280,Battery Park City,Manhattan,62,644.58,9618.7,0,0.0,5.36,2020-07-28,1157.0
10282,Battery Park City,Manhattan,80,1450.47,5515.44,15,271.96,9.99,2020-07-28,801.0
10301,Silver Lake/St. George,Staten Island,1276,3221.12,39613.55,106,267.59,16.58,2020-07-28,7694.0
10302,Elm Park,Staten Island,659,3510.18,18773.99,32,170.45,20.61,2020-07-28,3198.0
10303,Graniteville/Mariner's Harbor/Port Ivory,Staten Island,922,3514.84,26231.66,46,175.36,18.89,2020-07-28,4882.0
10304,New Dorp/Todt Hill,Staten Island,1463,3446.51,42448.71,182,428.75,17.63,2020-07-28,8298.0
10305,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze,Staten Island,1324,3110.83,42560.99,80,187.97,17.39,2020-07-28,7615.0
10306,Lighthouse Hill/Midland Beach/New Dorp/Oakwood,Staten Island,1525,2840.61,53685.66,82,152.74,15.38,2020-07-28,9916.0
10307,Tottenville,Staten Island,408,2681.64,15214.56,15,98.59,16.94,2020-07-28,2409.0
10308,Great Kills,Staten Island,688,2321.55,29635.33,28,94.48,15.42,2020-07-28,4461.0
10309,Charleston/Prince's Bay/Woodrow,Staten Island,895,2711.71,33004.98,31,93.93,15.94,2020-07-28,5614.0
10310,Port Richmond/Randall Manor/West Brighton,Staten Island,737,3087.43,23870.96,33,138.24,16.17,2020-07-28,4559.0
10312,Annadale/Rossville,Staten Island,1623,2691.35,60304.33,59,97.84,16.22,2020-07-28,10004.0
10314,Bloomfield/Freshkills Park,Staten Island,2798,3080.33,90834.29,201,221.28,16.99,2020-07-28,16473.0
10451,Concourse/Melrose,Bronx,1670,3499.67,47718.77,149,312.25,16.81,2020-07-28,9933.0
10452,Concourse/Highbridge,Bronx,2623,3404.94,77035.04,170,220.68,17.94,2020-07-28,14622.0
10453,Morris Heights/Mount Hope/University Heights,Bronx,2589,3189.05,81184.04,164,202.01,18.79,2020-07-28,13776.0
10454,Mott Haven/Port Morris,Bronx,1236,3233.62,38223.41,105,274.7,16.68,2020-07-28,7412.0
10455,Mott Haven,Bronx,1399,3317.18,42174.38,109,258.45,17.88,2020-07-28,7823.0
10456,Claremont/Morrisania,Bronx,2739,2931.23,93441.91,289,309.28,16.55,2020-07-28,16550.0
10457,Belmont/Claremont/Mount Hope/Tremont,Bronx,2391,3201.44,74685.06,186,249.05,16.77,2020-07-28,14256.0
10458,Belmont/Fordham University/Kingsbridge,Bronx,2292,2734.83,83807.74,125,149.15,17.45,2020-07-28,13132.0
10459,Charlotte Gardens/Hunts Point,Bronx,1621,3352.32,48354.56,166,343.3,17.81,2020-07-28,9104.0
10460,Charlotte Gardens/Tremont/Van Nest/West Farms,Bronx,1804,3003.0,60073.25,126,209.74,17.94,2020-07-28,10055.0
10461,Morris Park/Pelham Bay/Westchester Square,Bronx,1940,3920.81,49479.56,138,278.9,18.03,2020-07-28,10760.0
10462,Parkchester/Pelham Parkway/Van Nest/Westchester Square,Bronx,2407,3112.54,77332.41,182,235.35,16.79,2020-07-28,14335.0
10463,Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil,Bronx,2190,3072.07,71287.33,213,298.79,14.68,2020-07-28,14914.0
10464,City Island,Bronx,130,2986.34,4353.16,9,206.75,13.95,2020-07-28,932.0
10465,Country Club/Throgs Neck,Bronx,1563,3632.31,43030.43,85,197.53,17.52,2020-07-28,8921.0
10466,Edenwald/Wakefield,Bronx,2544,3525.17,72166.65,168,232.79,20.06,2020-07-28,12685.0
10467,Allerton/Norwood/Pelham Parkway/Williamsbridge,Bronx,3695,3666.25,100784.05,318,315.53,18.82,2020-07-28,19635.0
10468,Fordham/Kingsbridge/University Heights,Bronx,2993,3903.18,76681.12,220,286.9,18.22,2020-07-28,16424.0
10469,Allerton/Baychester/Pelham Gardens/Williamsbridge,Bronx,3175,4440.05,71508.25,358,500.64,20.11,2020-07-28,15791.0
10470,Wakefield/Woodlawn,Bronx,480,3403.35,14103.75,20,141.81,17.13,2020-07-28,2802.0
10471,Fieldston/North Riverdale/Riverdale,Bronx,842,3962.86,21247.28,85,400.05,14.81,2020-07-28,5684.0
10472,Soundview,Bronx,2152,3168.72,67913.94,188,276.82,20.27,2020-07-28,10617.0
10473,Castle Hill/Clason Point/Soundview,Bronx,2082,3362.12,61925.28,137,221.23,18.08,2020-07-28,11515.0
10474,Hunts Point,Bronx,346,2781.78,12438.07,21,168.84,18.29,2020-07-28,1892.0
10475,Co-op City/Edenwald,Bronx,1819,4158.36,43743.21,176,402.35,19.82,2020-07-28,9177.0
11004,Bellerose/Douglaston-Little Neck,Queens,614,3273.17,18758.55,68,362.5,13.9,2020-07-28,4416.0
11101,Astoria (South)/Long Island City/Sunnyside,Queens,701,1991.24,35204.11,39,110.78,8.75,2020-07-28,8008.0
11102,Astoria (North),Queens,682,2089.91,32632.92,79,242.09,11.02,2020-07-28,6187.0
11103,Astoria (North)/Astoria (South),Queens,625,1708.32,36585.65,52,142.13,9.56,2020-07-28,6540.0
11104,Sunnyside,Queens,534,2155.34,24775.7,42,169.52,10.62,2020-07-28,5026.0
11105,Ditmars Steinway,Queens,530,1476.53,35894.88,43,119.79,8.6,2020-07-28,6166.0
11106,Astoria (South),Queens,735,1900.97,38664.4,53,137.08,10.86,2020-07-28,6766.0
11109,Long Island City,Queens,60,1183.28,5070.64,2,39.44,5.38,2020-07-28,1116.0
11201,Brooklyn Heights/DUMBO/Downtown Brooklyn,Brooklyn,789,1295.39,60908.15,95,155.97,5.8,2020-07-28,13611.0
11203,East Flatbush (North)/East Flatbush (South),Brooklyn,2203,3001.67,73392.42,242,329.73,18.12,2020-07-28,12155.0
11204,Bensonhurst/Mapleton,Brooklyn,2142,2700.37,79322.45,142,179.02,16.18,2020-07-28,13239.0
11205,Bedford-Stuyvesant (West)/Clinton Hill/Fort Greene,Brooklyn,794,1804.0,44013.21,50,113.6,10.08,2020-07-28,7877.0
11206,Williamsburg (South),Brooklyn,1753,2050.37,85496.61,153,178.95,12.0,2020-07-28,14605.0
11207,Cypress Hills/East New York,Brooklyn,2304,2584.21,89156.75,216,242.27,16.58,2020-07-28,13899.0
11208,Cypress Hills/East New York,Brooklyn,2598,2717.35,95607.69,249,260.44,18.08,2020-07-28,14370.0
11209,Bay Ridge/Fort Hamilton,Brooklyn,1221,1820.18,67081.12,115,171.43,10.56,2020-07-28,11562.0
11210,Flatlands/Midwood,Brooklyn,1811,2699.39,67089.29,150,223.58,16.68,2020-07-28,10859.0
11211,East Williamsburg/Williamsburg (North)/Williamsburg (South),Brooklyn,2256,2265.18,99594.67,137,137.56,10.89,2020-07-28,20721.0
11212,Ocean Hill-Brownsville,Brooklyn,2054,2580.73,79589.99,232,291.49,17.09,2020-07-28,12017.0
11213,Crown Heights (East),Brooklyn,1519,2357.75,64425.94,146,226.62,13.97,2020-07-28,10870.0
11214,Bath Beach/Bensonhurst/Gravesend,Brooklyn,1680,1800.0,93333.46,181,193.93,13.32,2020-07-28,12608.0
11215,Gowanus/Park Slope/Windsor Terrace,Brooklyn,668,955.21,69932.3,46,65.78,5.46,2020-07-28,12243.0
11216,Bedford-Stuyvesant (West)/Crown Heights (West),Brooklyn,824,1483.68,55537.72,75,135.04,8.35,2020-07-28,9869.0
11217,Boerum Hill/Park Slope,Brooklyn,671,1413.33,47476.67,85,179.04,8.24,2020-07-28,8146.0
11218,Kensington/Windsor Terrace,Brooklyn,1858,2450.98,75806.47,137,180.72,14.0,2020-07-28,13274.0
11219,Borough Park,Brooklyn,3218,3465.5,92858.07,234,252.0,16.34,2020-07-28,19689.0
11220,Sunset Park,Brooklyn,1777,1804.98,98450.0,166,168.61,14.05,2020-07-28,12648.0
11221,Bedford-Stuyvesant (East)/Bushwick,Brooklyn,1463,1791.3,81672.44,146,178.76,11.23,2020-07-28,13023.0
11222,Greenpoint,Brooklyn,507,1394.81,36349.16,32,88.04,6.36,2020-07-28,7969.0
11223,Gravesend/Homecrest,Brooklyn,1844,2306.24,79957.11,144,180.1,15.17,2020-07-28,12155.0
11224,Brighton Beach/Coney Island/Seagate,Brooklyn,1317,2960.39,44487.34,212,476.54,17.58,2020-07-28,7491.0
11225,Crown Heights (West)/Prospect Lefferts Gardens,Brooklyn,1240,2148.62,57711.49,140,242.59,12.33,2020-07-28,10054.0
11226,Flatbush/Prospect Lefferts Gardens,Brooklyn,2488,2511.58,99061.32,302,304.86,15.17,2020-07-28,16399.0
11228,Bath Beach/Dyker Heights,Brooklyn,724,1637.45,44215.08,82,185.46,12.93,2020-07-28,5600.0
11229,Gerritsen Beach/Homecrest/Sheepshead Bay,Brooklyn,1890,2225.91,84909.16,151,177.84,11.57,2020-07-28,16340.0
11230,Midwood,Brooklyn,2519,2825.07,89165.77,228,255.7,15.17,2020-07-28,16600.0
11231,Carroll Gardens/Cobble Hill/Red Hook,Brooklyn,454,1227.2,36994.7,34,91.91,6.71,2020-07-28,6766.0
11232,Sunset Park,Brooklyn,600,2122.31,28271.09,42,148.56,13.46,2020-07-28,4458.0
11233,Bedford-Stuyvesant (East)/Ocean Hill-Brownsville,Brooklyn,1382,1915.57,72145.54,136,188.51,14.35,2020-07-28,9632.0
11234,Bergen Beach/Flatlands/Marine Park/Mill Basin,Brooklyn,2362,2478.36,95304.8,195,204.61,16.77,2020-07-28,14088.0
11235,Brighton Beach/Manhattan Beach/Sheepshead Bay,Brooklyn,2190,2753.33,79540.14,299,375.91,15.2,2020-07-28,14408.0
11236,Canarsie,Brooklyn,2910,3004.74,96846.99,298,307.7,19.3,2020-07-28,15075.0
11237,Bushwick/East Williamsburg,Brooklyn,1081,2132.33,50695.72,114,224.87,12.19,2020-07-28,8870.0
11238,Clinton Hill/Prospect Heights,Brooklyn,864,1599.53,54015.79,104,192.54,7.59,2020-07-28,11379.0
11239,East New York,Brooklyn,553,4454.88,12413.37,89,716.97,16.82,2020-07-28,3287.0
11354,Flushing/Murray Hill,Queens,1351,2433.43,55518.32,296,533.16,12.29,2020-07-28,10991.0
11355,Flushing/Murray Hill/Queensboro Hill,Queens,1524,1904.67,80013.97,167,208.71,12.55,2020-07-28,12147.0
11356,College Point,Queens,608,2606.9,23322.74,42,180.08,16.14,2020-07-28,3767.0
11357,Whitestone,Queens,879,2198.84,39975.56,104,260.16,13.43,2020-07-28,6547.0
11358,Auburndale/Murray Hill,Queens,621,1747.25,35541.5,43,120.99,10.69,2020-07-28,5811.0
11360,Bayside (North),Queens,336,1781.25,18863.17,27,143.14,10.02,2020-07-28,3352.0
11361,Bayside (North)/Bayside (South),Queens,484,1730.3,27971.99,57,203.78,11.11,2020-07-28,4358.0
11362,Douglaston-Little Neck,Queens,343,1933.7,17738.01,36,202.95,12.21,2020-07-28,2809.0
11363,Douglaston-Little Neck,Queens,104,1452.71,7159.03,5,69.84,10.26,2020-07-28,1014.0
11364,Bayside (South)/Oakland Gardens,Queens,485,1403.25,34562.6,35,101.27,10.14,2020-07-28,4784.0
11365,Auburndale/Fresh Meadows/Pomonok/Utopia,Queens,913,2072.61,44050.79,67,152.1,13.4,2020-07-28,6813.0
11366,Fresh Meadows/Hillcrest,Queens,407,2954.12,13777.39,28,203.23,17.72,2020-07-28,2297.0
11367,Kew Gardens Hills/Pomonok,Queens,1119,2661.8,42039.24,67,159.37,15.45,2020-07-28,7241.0
11368,Corona/North Corona,Queens,4947,4433.03,111594.1,443,396.97,21.31,2020-07-28,23218.0
11369,Airport/East Elmhurst,Queens,1702,4667.84,36462.23,179,490.92,22.06,2020-07-28,7715.0
11370,Jackson Heights/Rikers Island,Queens,1408,4298.1,32758.65,64,195.37,21.14,2020-07-28,6661.0
11372,Jackson Heights,Queens,2728,4360.41,62562.88,257,410.79,18.45,2020-07-28,14784.0
11373,Elmhurst,Queens,3422,3684.49,92875.81,295,317.63,17.73,2020-07-28,19304.0
11374,Rego Park,Queens,1137,2704.08,42047.63,99,235.45,15.52,2020-07-28,7327.0
11375,Forest Hills,Queens,1520,2154.41,70552.99,181,256.54,13.37,2020-07-28,11368.0
11377,Woodside,Queens,2431,2811.43,86468.55,195,225.52,14.37,2020-07-28,16923.0
11378,Maspeth,Queens,791,2286.56,34593.45,74,213.91,13.58,2020-07-28,5824.0
11379,Middle Village,Queens,868,2398.08,36195.55,97,267.99,14.04,2020-07-28,6184.0
11385,Glendale/Ridgewood,Queens,2346,2279.22,102929.91,141,136.99,14.71,2020-07-28,15953.0
11411,Cambria Heights,Queens,716,3493.66,20494.26,50,243.97,21.8,2020-07-28,3284.0
11412,St. Albans,Queens,1303,3311.57,39346.92,91,231.28,20.74,2020-07-28,6283.0
11413,Laurelton/Rosedale,Queens,1387,3177.7,43647.97,102,233.69,21.01,2020-07-28,6602.0
11414,Hamilton Beach/Howard Beach/Lindenwood,Queens,840,2971.81,28265.56,62,219.35,19.39,2020-07-28,4333.0
11415,Kew Gardens,Queens,558,2901.08,19234.25,51,265.15,16.09,2020-07-28,3467.0
11416,Ozone Park,Queens,758,2848.08,26614.42,55,206.65,19.73,2020-07-28,3842.0
11417,Ozone Park,Queens,927,2964.44,31270.63,46,147.1,18.09,2020-07-28,5124.0
11418,Richmond Hill,Queens,1183,3104.57,38105.16,106,278.18,19.03,2020-07-28,6215.0
11419,Richmond Hill/South Ozone Park,Queens,1281,2519.23,50848.81,98,192.73,20.2,2020-07-28,6342.0
11420,South Ozone Park,Queens,1441,2976.31,48415.71,107,221.0,20.38,2020-07-28,7070.0
11421,Woodhaven,Queens,1258,2980.37,42209.49,103,244.02,18.96,2020-07-28,6635.0
11422,Rosedale,Queens,1052,3119.66,33721.62,67,198.69,20.19,2020-07-28,5210.0
11423,Hollis/Holliswood,Queens,1131,3529.84,32041.14,105,327.7,21.1,2020-07-28,5361.0
11426,Bellerose,Queens,520,2553.62,20363.28,34,166.97,17.78,2020-07-28,2924.0
11427,Bellerose/Hollis Hills/Holliswood,Queens,827,3562.75,23212.38,51,219.71,18.87,2020-07-28,4382.0
11428,Queens Village,Queens,698,3611.44,19327.45,54,279.4,21.35,2020-07-28,3270.0
11429,Queens Village,Queens,1011,3606.04,28036.33,75,267.51,20.48,2020-07-28,4937.0
11432,Hillcrest/Jamaica Estates/Jamaica Hills,Queens,1929,3052.44,63195.4,254,401.93,18.52,2020-07-28,10415.0
11433,Jamaica,Queens,1004,2786.12,36035.76,79,219.23,18.66,2020-07-28,5380.0
11434,Airport/South Jamaica/Springfield Gardens/St. Albans,Queens,2205,3264.92,67536.11,196,290.22,20.0,2020-07-28,11025.0
11435,Briarwood/Jamaica,Queens,1722,2986.27,57663.84,150,260.13,18.57,2020-07-28,9273.0
11436,South Jamaica/South Ozone Park,Queens,568,2729.79,20807.42,46,221.07,19.41,2020-07-28,2926.0
11691,Edgemere/Far Rockaway,Queens,2556,3946.94,64759.02,371,572.89,17.93,2020-07-28,14257.0
11692,Arverne/Edgemere,Queens,670,3329.98,20120.24,93,462.22,16.63,2020-07-28,4029.0
11693,Arverne/Broad Channel,Queens,345,2786.47,12381.27,29,234.22,17.43,2020-07-28,1979.0
11694,Belle Harbor-Neponsit/Rockaway Park,Queens,763,3748.32,20355.78,88,432.31,18.75,2020-07-28,4069.0
11697,Breezy Point,Queens,111,3138.53,3536.69,4,113.1,8.0,2020-07-28,1388.0
10001,Chelsea/NoMad/West Chelsea,Manhattan,482,2045.58,23563.03,28,118.83,4.67,2020-10-28,10312.0
10002,Chinatown/Lower East Side,Manhattan,1471,1916.48,76755.41,160,208.45,5.82,2020-10-28,25254.0
10003,East Village/Gramercy/Greenwich Village,Manhattan,709,1317.8,53801.62,35,65.05,2.73,2020-10-28,25995.0
10004,Financial District,Manhattan,57,1561.38,3650.61,1,27.39,4.15,2020-10-28,1372.0
10005,Financial District,Manhattan,121,1441.14,8396.11,2,23.82,3.72,2020-10-28,3257.0
10006,Financial District,Manhattan,52,1503.86,3457.77,0,0.0,4.1,2020-10-28,1268.0
10007,TriBeCa,Manhattan,92,1115.19,8249.73,3,36.36,2.84,2020-10-28,3234.0
10009,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,962,1637.5,58747.99,70,119.15,4.13,2020-10-28,23306.0
10010,Flatiron/Gramercy/Kips Bay,Manhattan,412,1272.71,32371.86,19,58.69,2.78,2020-10-28,14838.0
10011,Chelsea,Manhattan,743,1500.99,49500.52,43,86.87,3.54,2020-10-28,21006.0
10012,Greenwich Village/SoHo,Manhattan,301,1255.15,23981.2,9,37.53,2.79,2020-10-28,10789.0
10013,Hudson Square/Little Italy/SoHo/TriBeCa,Manhattan,370,1274.5,29031.09,22,75.78,2.84,2020-10-28,13049.0
10014,Hudson Square/Meatpacking District/West Village,Manhattan,458,1475.37,31043.16,29,93.42,3.32,2020-10-28,13785.0
10016,Kips Bay/Murray Hill/NoMad,Manhattan,964,1835.34,52524.35,49,93.29,4.36,2020-10-28,22095.0
10017,East Midtown/Murray Hill,Manhattan,199,1233.94,16127.22,8,49.61,3.27,2020-10-28,6081.0
10018,Hell's Kitchen/Midtown Manhattan,Manhattan,227,2381.59,9531.44,6,62.95,6.24,2020-10-28,3636.0
10019,Hell's Kitchen/Midtown Manhattan,Manhattan,792,1949.23,40631.45,42,103.37,4.28,2020-10-28,18504.0
10021,Lenox Hill/Upper East Side,Manhattan,744,1684.19,44175.61,65,147.14,4.05,2020-10-28,18373.0
10022,East Midtown,Manhattan,464,1529.6,30334.8,33,108.79,3.81,2020-10-28,12177.0
10023,Lincoln Square,Manhattan,761,1262.55,60274.81,54,89.59,3.33,2020-10-28,22866.0
10024,Upper West Side,Manhattan,942,1642.9,57337.68,75,130.8,3.86,2020-10-28,24387.0
10025,Manhattan Valley/Morningside Heights/Upper West Side,Manhattan,1736,1880.14,92333.47,181,196.03,4.17,2020-10-28,41647.0
10026,Central Harlem (South),Manhattan,839,2150.29,39018.03,50,128.15,6.36,2020-10-28,13199.0
10027,Central Harlem (South)/Morningside Heights/West Harlem,Manhattan,1297,2038.31,63631.04,116,182.3,5.61,2020-10-28,23120.0
10028,Upper East Side/Yorkville,Manhattan,638,1297.93,49155.08,34,69.17,3.68,2020-10-28,17330.0
10029,East Harlem,Manhattan,2218,2813.24,78841.52,212,268.89,8.06,2020-10-28,27510.0
10030,Central Harlem (North),Manhattan,631,2151.97,29321.91,58,197.8,7.0,2020-10-28,9012.0
10031,Hamilton Heights/West Harlem,Manhattan,1705,2815.53,60556.93,136,224.58,8.56,2020-10-28,19914.0
10032,Washington Heights (South),Manhattan,1926,3132.09,61492.57,175,284.59,9.11,2020-10-28,21148.0
10033,Washington Heights (North)/Washington Heights (South),Manhattan,1699,2869.43,59210.43,123,207.73,8.7,2020-10-28,19529.0
10034,Inwood/Washington Heights (North),Manhattan,968,2247.31,43073.65,72,167.16,7.4,2020-10-28,13085.0
10035,East Harlem,Manhattan,1205,3500.2,34426.65,137,397.95,8.98,2020-10-28,13422.0
10036,Hell's Kitchen/Midtown Manhattan,Manhattan,590,2250.94,26211.25,40,152.61,4.94,2020-10-28,11935.0
10037,Central Harlem (North)/East Harlem,Manhattan,622,3012.16,20649.62,66,319.62,8.57,2020-10-28,7261.0
10038,Chinatown/Financial District,Manhattan,362,1641.88,22047.96,28,127.0,4.43,2020-10-28,8175.0
10039,Central Harlem (North)/Washington Heights (South),Manhattan,659,2490.79,26457.52,66,249.46,8.22,2020-10-28,8021.0
10040,Washington Heights (North),Manhattan,1405,3135.58,44808.28,121,270.04,8.94,2020-10-28,15712.0
10044,Roosevelt Island,Manhattan,273,2333.28,11700.29,36,307.68,6.82,2020-10-28,4004.0
10065,Lenox Hill/Upper East Side,Manhattan,437,1503.71,29061.49,28,96.35,3.43,2020-10-28,12732.0
10069,Lincoln Square,Manhattan,84,1325.31,6338.13,2,31.56,2.97,2020-10-28,2829.0
10075,Lenox Hill/Upper East Side,Manhattan,499,2111.35,23634.14,47,198.86,4.72,2020-10-28,10578.0
10128,Upper East Side/Yorkville,Manhattan,806,1313.73,61351.93,41,66.83,3.39,2020-10-28,23808.0
10280,Battery Park City,Manhattan,69,717.35,9618.7,0,0.0,2.51,2020-10-28,2751.0
10282,Battery Park City,Manhattan,88,1595.52,5515.44,14,253.83,4.97,2020-10-28,1769.0
10301,Silver Lake/St. George,Staten Island,1468,3705.8,39613.55,108,272.63,10.73,2020-10-28,13679.0
